Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight
Non-Fatal,Substantial,Balloon,Cameron,0-77,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Piper,PA-22,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Fatal(1),Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,1.0,0.0,VMC,Landing
Fatal(2),Destroyed,Airplane,Rockwell,S-2R,1.0,Reciprocating,Part 137: Agricultural,2.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-22-135,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Go-around
Non-Fatal,Substantial,Airplane,Maule,M-5-235C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Fatal(2),Substantial,Airplane,Air Tractor,AT-400,1.0,Turbo Prop,Part 137: Agricultural,2.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,401A,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Fatal(2),Destroyed,Airplane,Erco,415C,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(2),Destroyed,Airplane,Cessna,182R,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Descent
Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Substantial,Helicopter,Hughes,269B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Cessna,172M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Incident,Minor,Airplane,Beech,C23,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Standing
Incident,Minor,Airplane,Cessna,206B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Mooney,M20F,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-34,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Cessna,421C,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,IMC,Approach
Non-Fatal,Destroyed,Airplane,Air Tractor,AT-301,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Helicopter,Fairchild Hiller,FH 1100,1.0,Turbo Shaft,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Minor,Airplane,Rockwell,112A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Fatal(2),Destroyed,Airplane,Piper,PA-12,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Cessna,TU206,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Grumman,G-164C,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,177,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,2.0,VMC,Landing
Fatal(1),Destroyed,Gyrocraft,Bently,B8M,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Approach
Non-Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Approach
Non-Fatal,Destroyed,Helicopter,Hughes,269B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Glider,Schweizer,2-33A,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,180G,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,183P,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Grumman,AA-1,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Helicopter,Hughes,269B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Aeronca,11AC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Fatal(2),Destroyed,Airplane,Cessna,172M,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,1.0,0.0,VMC,Approach
Fatal(2),Destroyed,Airplane,Cessna,T310R,2.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,UNK,Approach
Incident,Minor,Airplane,Piper,PA-28-140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Fatal(2),Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Air Tractor,301A,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,1.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Go-around
Non-Fatal,Substantial,Airplane,Beech,35,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Bell,206L,1.0,Turbo Shaft,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,G18S,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Destroyed,Airplane,Cessna,T188C,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(1),Destroyed,Airplane,Piper,PA-28-235,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,De Havilland,DHC-3,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Boeing,A75N1,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Ayres,S2R,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Minor,Airplane,Beech,95-C55,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Incident,Minor,Airplane,Swearingen,SA-226TC,2.0,Turbo Prop,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Fatal(1),Destroyed,Airplane,Cessna,170B,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Descent
Non-Fatal,Destroyed,Airplane,Cessna,A188,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,1.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Champion,7ECA,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Go-around
Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Fatal(2),Destroyed,Airplane,Piper,PA-31-350,2.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(2),Destroyed,Airplane,Champion,7EC,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,J-3C65,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-20,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,188T,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Helicopter,Hiller,12B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Grumman,AA5B,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,VMC,Landing
Fatal(1),Destroyed,Helicopter,Bell,206B,1.0,Turbo Shaft,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Consolidated Aero,LA-4-200,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-28R,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Cruise
Fatal(2),Destroyed,Airplane,Varieze,HAMLIN,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,American Aviation,AA1,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Glider,Schweizer,SGS 1-26B,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,601P,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Maule,M-5,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Destroyed,Glider,Schempp-hirth,VENTUS,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Maneuvering
Fatal(2),Destroyed,Airplane,Piper,PA-20,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Cruise
Non-Fatal,Substantial,Glider,Schleicher,ASW-20,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,207A,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,VMC,Cruise
Fatal(2),Destroyed,Airplane,Cessna,TRI82,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,UNK,Cruise
Fatal(2),Destroyed,Airplane,Cessna,210A,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,180J,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Aero Commander,112TC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Fatal(2),Substantial,Airplane,Piper,28-236,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Go-around
Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,De Havilland,BEAVER U-64,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Incident,Minor,Airplane,Cessna,421C,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Ercoupe,415C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Cessna,150B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,IMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,188B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,UNK,Maneuvering
Non-Fatal,Substantial,Airplane,Beech,35,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-23-250,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Destroyed,Gyrocraft,Bensen,BM8,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,UNK,Approach
Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Go-around
Non-Fatal,Substantial,Helicopter,Robinson,R-22 HP,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,175,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,185F,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Mooney,M20E,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Takeoff
Non-Fatal,Destroyed,Helicopter,Bell,47G-2,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Fatal(2),Destroyed,Airplane,North American,F-51D,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Cassutt,MARK II,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Beech,B23,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Champion,7GCBC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,150C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,188,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,P210N,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Breezy,RLU-1,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Non-Fatal,Substantial,Helicopter,Bell,47G4,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,1.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Grumman,AA-5B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-25,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Cruise
Fatal(1),Destroyed,Airplane,Cessna,R172K,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-25,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Fatal(2),Destroyed,Airplane,Cessna,172P,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Incident,Minor,Airplane,Piper,PA-34-22OT,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,172F,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Helicopter,Hiller-soloy,UH-12E,1.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,0.0,0.0,0.0,2.0,VMC,Other
Non-Fatal,Substantial,Airplane,Cessna,U206F,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(1),Destroyed,Airplane,Beech,H35,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Unknown
Fatal(2),Destroyed,Airplane,Cessna,210L,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Destroyed,Airplane,Cessna,172N,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Fatal(2),Substantial,Airplane,Beech,200,2.0,Turbo Prop,Part 91: General Aviation,2.0,0.0,0.0,1.0,VMC,Cruise
Fatal(2),Destroyed,Airplane,Flitecraft,SENIOR AERO,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,C-180J,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,U206A,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-36-375,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,North American,P-51D,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Foster,AIRSPEED,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Takeoff
Fatal(2),Destroyed,Airplane,Piper,PA-38,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Maneuvering
Non-Fatal,Destroyed,Airplane,North American,AT-6D,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,U206F,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Descent
Non-Fatal,Substantial,Helicopter,Hughes,500,1.0,Turbo Shaft,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,B-19,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Destroyed,Airplane,Luscombe,8E,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Destroyed,Airplane,Grumman,G-164,1.0,Reciprocating,Part 133: Rotorcraft Ext. Load,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-30F,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Piper,PA-36,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Aeronca,7EC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-28RT-201T,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Destroyed,Airplane,Beech,C33,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,IMC,Landing
Fatal(1),Destroyed,Airplane,Piper,J3,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Bellanca,14-13-2,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Maule,M-5-235C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Helio,H-295,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(1),Destroyed,Airplane,Piper,PA-32R-301T,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Cruise
Incident,Minor,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Glider,Glasflugel,MOSQUITO,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Fatal(2),Destroyed,Airplane,Bellanca,7KCAB,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Cessna,421B,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Approach
Non-Fatal,Destroyed,Airplane,Bellanca,7GCBC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,421A,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Pitts,SC 1,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Mooney,M20K,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,IMC,Landing
Non-Fatal,Destroyed,Airplane,Tanke,GOLDWING,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Fatal(1),Destroyed,Airplane,Mustang,II,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Cessna,340A,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Go-around
Fatal(2),Destroyed,Helicopter,Robinson,R-22,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,TR-182,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Wainscott,SCAMP B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(2),Destroyed,Airplane,Cessna,305A,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,North American,SNJ-6,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Fatal(1),Substantial,Airplane,Ken Brock,KB-2,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Go-around
Non-Fatal,Substantial,Airplane,Saville Hummer,FALCON AA-1A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
